Summary_Sentence,Country_A,Country_B,Country_Pair
"In 1509, another Portuguese explorer, Diogo Lopes de Sequeira, successfully reached Malacca, an important trade center in Southeast Asia.",Portugal,Spain,Portugal_Spain
Spain came into the scene a few years later.,Portugal,Spain,Portugal_Spain
"After completely defeating the last Moorish (Muslim) stronghold on the Iberian peninsula, King Ferdinand and Queen Isabela directed their attention to the search for new territories overseas.",Portugal,Spain,Portugal_Spain
"Spain was convinced that it had finally reached Asia with the expedition undertaken by Christopher Columbus, this expedition was tremendously important because they arrived in the Americas, an immense and highly unknown territory that began an era of exploration and conquest whose Spanish soldier-explorers, called 'Conquistadors', explored much of the interior territory of the New World.",Portugal,Spain,Portugal_Spain
The Spanish Vasco Núñez de Balboa reached the Pacific Ocean for the first time crossing the Isthmus of Panama.,Portugal,Spain,Portugal_Spain
"Ferdinand Magellan, a Portuguese navigator, convinced Charles I of Castile (Habsburg) to finance an expedition exploring the Pacific Ocean.",Portugal,Spain,Portugal_Spain
"Magellan was killed in Mactan (now Lapu-Lapu, Philippines) by its ruler, but the Spanish explorer Juan Sebastián Elcano and his remaining crew was able to continue the voyage, following Magellan's plan and bringing the good news of their circumnavigation of the world to Castile.",Portugal,Spain,Portugal_Spain
"Formerly a single nation that was annexed by Japan in 1910, the two nations have been divided since the end of World War II in 1945 and engaged in the Korean War from 1950–1953.",North Korea,South Korea,North Korea_South Korea
 North Korea is a one-party state run by the Kim dynasty.,North Korea,South Korea,North Korea_South Korea
South Korea was formerly governed by one-party military dictatorships until 1987 when it held direct elections.,North Korea,South Korea,North Korea_South Korea
Both nations claim the entire Korean peninsula and outlying islands.,North Korea,South Korea,North Korea_South Korea
Both nations joined the United Nations in 1991 and are recognized by most member states.,North Korea,South Korea,North Korea_South Korea
"Since the 1970s, both nations have held informal diplomatic dialogues in order to ease military tensions.",North Korea,South Korea,North Korea_South Korea
"In 2000, President of South Korea Kim Dae-jung became the first president to visit North Korea, 55 years after the peninsula was divided.",North Korea,South Korea,North Korea_South Korea
"Under President Kim, South Korea adopted the Sunshine Policy in pursuit of more peaceful relationships with North Korea.",North Korea,South Korea,North Korea_South Korea
"The policy established the Kaesong Industrial Region, among other things.",North Korea,South Korea,North Korea_South Korea
This policy was continued by the next president Roh Moo-hyun who also visited North Korea in 2007 and met with North Korean leader Kim Jong-il.,North Korea,South Korea,North Korea_South Korea
Through this meeting both leaders signed a declaration to pursue peace and recover inter-Korean relations.,North Korea,South Korea,North Korea_South Korea
"However, faced with growing criticism, the Sunshine Policy was discontinued under the next two governments.",North Korea,South Korea,North Korea_South Korea
"During Lee Myung-bak and Park Geun-Hye's presidency, the relationship between North and South Korea became more hostile.",North Korea,South Korea,North Korea_South Korea
"In 2018, beginning with North Korea's participation in the 2018 Winter Olympics, the relationship has seen a major diplomatic breakthrough and become significantly warmer.",North Korea,South Korea,North Korea_South Korea
"In April 2018, the two countries signed the Panmunjom Declaration for Peace, Prosperity and Unification of the Korean Peninsula.",North Korea,South Korea,North Korea_South Korea
"In 2018, a majority of South Koreans approved the new relationship.",North Korea,South Korea,North Korea_South Korea
The summits between North and South Korea have also facilitated positive relationships between North Korea and the United States.,North Korea,South Korea,North Korea_South Korea
"However, tensions between the two countries remain.",North Korea,South Korea,North Korea_South Korea
Qatar established trade relations with the State of Israel in 1996.,Israel,Qatar,Israel_Qatar
"Guatemala established relations with Belize in 1991, ten years after Belizean independence.",Belize,Guatemala,Belize_Guatemala
Belize has an embassy in Guatemala City while Guatemala has an embassy in Belize City.,Belize,Guatemala,Belize_Guatemala
The two countries have had a long-standing dispute over the territory of Belize.,Belize,Guatemala,Belize_Guatemala
"As NATO allies and multilateral partners, Canada and Norway have had a long history of cooperation on regional and global terror issues, such as the War in Afghanistan.",Canada,Norway,Canada_Norway
"As of 2017, Canada and Norway have had diplomatic relations for 75 years.",Canada,Norway,Canada_Norway
"Both nations are members of the Asia-Pacific Economic Cooperation, G-20 major economies and the United Nations.",Mexico,Russia,Mexico_Russia
"Neither Liechtenstein nor Spain has embassies in the other, however the Spanish embassy in Switzerland is accredited to Liechtenstein, as well as its consulate in Zürich, and the Swiss embassy in Spain also represents Liechtenstein.",Liechtenstein,Spain,Liechtenstein_Spain
Both countries were part of the Spanish Empire until the early 19th century.,Argentina,Uruguay,Argentina_Uruguay
The Nigerian ambassador to Israel is David Oladipo Obasa.,Israel,Nigeria,Israel_Nigeria
 Austria has an embassy in Belgrade.,Austria,Serbia,Austria_Serbia
Serbia has an embassy in Vienna and a general consulate in Salzburg.,Austria,Serbia,Austria_Serbia
"The People's Republic of China established diplomatic relations with the Republic of Mali on October 25, 1960.",China,Mali,China_Mali
Botswana–Russia relations (Russian: Российско-ботсванские отношения) date back to 6 March 1970 when Botswana and the Soviet Union established diplomatic relations.,Botswana,Russia,Botswana_Russia
The present-day relations between the two countries are described as friendly and long standing.,Botswana,Russia,Botswana_Russia
"According to the minister of Foreign Affairs, Russia was one of the first countries to establish full diplomatic relations with Botswana.",Botswana,Russia,Botswana_Russia
"Brunei–Russia relations (Russian: Российско-брунейские отношения) is the relationship between the two countries, Brunei and Russia.",Brunei,Russia,Brunei_Russia
"Brunei maintains an embassy in Moscow, whilst Russia's ambassador to Malaysia is accredited to Brunei as a non-resident ambassador.",Brunei,Russia,Brunei_Russia
Brazil–Guyana relations have traditionally been close.,Brazil,Guyana,Brazil_Guyana
Brazil has provided military assistance to Guyana in the form of warfare training and logistics.,Brazil,Guyana,Brazil_Guyana
"Bilateral relations between the countries have recently increased, as a result of Brazil's new South-South foreign policy aimed to strengthen South American integration.",Brazil,Guyana,Brazil_Guyana
"During a state visit by Brazilian President Luiz Inacio Lula da Silva to Georgetown on 2 March 2007, the governments of Guyana and Brazil signed several cooperation agreements and announced plans to boost trade between the two countries.",Brazil,Guyana,Brazil_Guyana
"With the coming to power of Thomas Sankara in Burkina Faso in 1983, relations between Ghana and Burkina became both warm and close.",Burkina Faso,Ghana,Burkina Faso_Ghana
"Indeed, Jerry Rawlings and Sankara began discussions about uniting Ghana and Burkina in the manner of the defunct Ghana-Guinea-Mali Union, which Nkrumah had sought unsuccessfully to promote as a foundation for his dream of unified continental government.",Burkina Faso,Ghana,Burkina Faso_Ghana
"Political and economic ties between Ghana and Burkina, a poorer country, were strengthened through joint commissions of cooperation and through border demarcation committee meetings.",Burkina Faso,Ghana,Burkina Faso_Ghana
"Frequent high-level consultations and joint military exercises, meant to discourage potential dissidents and to protect young ""revolutions"" in each country, were fairly regular features of Ghana-Burkina relations.",Burkina Faso,Ghana,Burkina Faso_Ghana
India has an embassy in Tashkent; Uzbekistan has an embassy in New Delhi.,India,Uzbekistan,India_Uzbekistan
BackgroundRelations between Uzbekistan and India have their roots deep in history.,India,Uzbekistan,India_Uzbekistan
" There are frequent references to Kamboja in Sanskrit and Pali literature, which is stated to include parts of present-day Uzbekistan.",India,Uzbekistan,India_Uzbekistan
 Sakas participated in Mahabharata on the side of Kauravas.,India,Uzbekistan,India_Uzbekistan
Ancient trade route Uttarpath passed through Uzbekistan.,India,Uzbekistan,India_Uzbekistan
" In later years, Fergana, Samarkand, Bukhara in Uzbekistan emerged as major towns on the trade routes linking India with Europe and China.",India,Uzbekistan,India_Uzbekistan
"At various times the Saka / Scythian, Macedonian, Greco-Bactrian, Kushan Kingdoms included parts of both India and present day Uzbekistan, and at other times they were part of neighbouring empires.",India,Uzbekistan,India_Uzbekistan
Buddhism is said to have travelled to China through Uzbekistan and Central Asia.,India,Uzbekistan,India_Uzbekistan
 Amir Timur was born near Shahrisabz and Babur came from Fergana in Uzbekistan.,India,Uzbekistan,India_Uzbekistan
Indian merchants based in Samarkand and Bukhara were an integral part of local economy.,India,Uzbekistan,India_Uzbekistan
"Interactions over thousands of years contributed to close cultural linkages in architecture, dance, music and cuisine.",India,Uzbekistan,India_Uzbekistan
Mirza Ghalib and Amir Khusro are notable Indians of Uzbek parentage.,India,Uzbekistan,India_Uzbekistan
Indian movies have traditionally been popular in Uzbekistan.,India,Uzbekistan,India_Uzbekistan
India had close interaction with the Uzbek SSR during the Soviet times.,India,Uzbekistan,India_Uzbekistan
 Indian leaders often visited Tashkent and other places.,India,Uzbekistan,India_Uzbekistan
" Prime Minister, Shri Lal Bahadur Shastri died in Tashkent on 11 January 1966 after signing the Tashkent declaration with Pakistan.",India,Uzbekistan,India_Uzbekistan
"In August 1991, as the events leading to the disintegration of the USSR unfolded, President Islam Karimov, then Chairman of the Supreme Soviet of Uzbekistan, was visiting India.",India,Uzbekistan,India_Uzbekistan
Uzbekistan became independent on 01 September 1991.,India,Uzbekistan,India_Uzbekistan
Political RelationsConsulate General of India in Tashkent was formally inaugurated on 7th April 1987.,India,Uzbekistan,India_Uzbekistan
"Following Uzbekistan’s independence, it was upgraded to the level of Embassy through the signing of a Protocol on Diplomatic and Consular matters on 18th March 1992.",India,Uzbekistan,India_Uzbekistan
The subsequent period has been characterized by frequent high-level exchanges.,India,Uzbekistan,India_Uzbekistan
"Prime Minister Narasimha Rao visited Uzbekistan in 1993 and Prime Minister Dr. Manmohan Singh on 25-26 April, 2006.",India,Uzbekistan,India_Uzbekistan
"President Karimov paid State visits to India in 1994, 2000, 2005 and in May 2011.",India,Uzbekistan,India_Uzbekistan
" On 06-07 July 2015, Prime Minister Narendra Modi visited Tashkent to discuss bilateral issues.",India,Uzbekistan,India_Uzbekistan
 He visited Tashkent again on 23-24 June 2016 to attend Summit Meeting of the Shanghai Cooperation Organisation (SCO) during which India signed Memorandum of Obligations for obtaining status of the Member State of the SCO.,India,Uzbekistan,India_Uzbekistan
Minister of State for External Affairs Shri M.J. Akbar visited Uzbekistan from 30 October to 01 November as special envoy of the Prime Minister to express condolences and pay respects at the grave of President Islam Karimov in Samarkand.,India,Uzbekistan,India_Uzbekistan
"On 09 June 2017 India became a member of the Shanghai Cooperation Organisation, of which Uzbekistan is a founding member.",India,Uzbekistan,India_Uzbekistan
 The Regional Anti-Terrorist Structure of the Shanghai Cooperation Organisation (SCO-RATS) is headquartered in Tashkent.,India,Uzbekistan,India_Uzbekistan
 On 15 June 2017 the flag of India was raised at the SCO-RATS Headquarters in Tashkent.,India,Uzbekistan,India_Uzbekistan
 India has been actively participating in SCO and SCO-RATS events in Uzbekistan and other SCO countries.,India,Uzbekistan,India_Uzbekistan
" MoS (Law and Justice), Mr. P.P. Chaudhury led a delegation to the SCO Justice Ministers’ Meeting in Tashkent in October 2017.",India,Uzbekistan,India_Uzbekistan
A high level multi-sectoral delegation led by Mr.,India,Uzbekistan,India_Uzbekistan
"Abdulaziz Kamilov, Minister of Foreign Affairs of Uzbekistan visited India from 21-23 August, 2017.",India,Uzbekistan,India_Uzbekistan
"The delegation included H.E. Mr. Elyor Ganiev, Minister of Foreign Trade and senior officials from several Ministries and State industry associations.",India,Uzbekistan,India_Uzbekistan
 Foreign Minister Kamilov called on Hon’ble Vice President of India.,India,Uzbekistan,India_Uzbekistan
 He also met with External Affairs Minister Smt.,India,Uzbekistan,India_Uzbekistan
"Sushma Swaraj, National Security Advisor Shri A.K. Doval, Minister of State for Commerce & Industry (Independence Charge), Ms. Nirmala Sitharaman, Minister of State for External Affairs Shri M.J. Akbar, besides other engagements.",India,Uzbekistan,India_Uzbekistan
" During the delegation’s visit, an Uzbek-India Business Forum was held on 22 August 2017.",India,Uzbekistan,India_Uzbekistan
" Twenty-two contracts, worth more than US$80 million, and 20 investment agreements, worth over US$70 million, were signed at the Forum.",India,Uzbekistan,India_Uzbekistan
 The delegation visited the National Museum in Delhi and saw the special gallery dedicated to Central Asia.,India,Uzbekistan,India_Uzbekistan
 An agreement was reached on transfer of the copies of manuscript “Diwan-i-Babur” to Uzbekistan.,India,Uzbekistan,India_Uzbekistan
" General (Dr.) V. K. Singh, Minister of State for External Affairs visited Uzbekistan as head of Indian delegation for attending the Conference on “Central Asia – Shared Past and Common Future: Cooperation for Sustainable Development and Mutual Prosperity” held on 10-11 November 2017 in Samarkand.",India,Uzbekistan,India_Uzbekistan
"Shri Mansukh L. Mandaviya, Minister of State for Chemicals & Fertilizers led a pharmaceutical delegation to Uzbekistan from 20-23 February 2018.",India,Uzbekistan,India_Uzbekistan
  An India-Uzbekistan Business Forum was held on the sidelines of the visit.,India,Uzbekistan,India_Uzbekistan
"During the visit, a joint statement on cooperation with the Andijan region was issued.",India,Uzbekistan,India_Uzbekistan
"He visited the SEZs and pharmaceutical facilities in Andijan, Sirdaryo and Bukhara.",India,Uzbekistan,India_Uzbekistan
"Minister of State for External Affairs, Shri M.J. Akbar visited Tashkent to attend the “Tashkent Conference on Afghanistan: Peace Process, Security Cooperation & Regional Connectivity”, 27 March 2018.",India,Uzbekistan,India_Uzbekistan
" During the visit he met with Mr. Abdulaziz Kamilov, Uzbek Foreign Minister and Maj.",India,Uzbekistan,India_Uzbekistan
"Gen. Abdusalom Abdumavlonovich Azizov, Uzbek Defence Minister.",India,Uzbekistan,India_Uzbekistan
"External Affairs Minister of India, Smt.",India,Uzbekistan,India_Uzbekistan
"Sushma Swaraj, paid an official visit to Uzbekistan on 4-5 August 2018.",India,Uzbekistan,India_Uzbekistan
"  EAM met Foreign Minister of the Republic of Uzbekistan, H.E. Mr. Abdulaziz Kamilov for wide ranging discussions on bilateral and regional issues.",India,Uzbekistan,India_Uzbekistan
" External Affairs Minister called on Mr. Shavkat Mirziyoyev, President of the Republic of Uzbekistan, Mr. Abdulla Aripov the Prime Minister of the Republic of Uzbekistan, and  Mr. Nurdinjon Ismailov, Speaker of the Legislative Chamber of the Oliy Majlis (Parliament) of Uzbekistan.",India,Uzbekistan,India_Uzbekistan
"President of Uzbekistan, Mr. Shavkat Mirziyoyev, paid a State visit to India on 30 September-1 October 2018.",India,Uzbekistan,India_Uzbekistan
  The visit was his first visit to India since his taking over as President of Uzbekistan.,India,Uzbekistan,India_Uzbekistan
" First Deputy Chairman of Senate Mr. Sodiq Safayev, Foreign Minister Mr. Abdul Kamilov, Defence Minister Maj.",India,Uzbekistan,India_Uzbekistan
"Gen. Abdusalom Azizov, Trade Minister Mr. Khodjaev Abduhakimovich were among his delegation.",India,Uzbekistan,India_Uzbekistan
India announced a line of credit of USD 200 million for construction of affordable housing and other social infrastructure projects.,India,Uzbekistan,India_Uzbekistan
India offered to consider further credit of USD 800 million under Lines of Credit and Buyer’s Credit mechanism of Exim Bank.,India,Uzbekistan,India_Uzbekistan
" A total of 17 Agreements/MoUs were signed concerning scientific and technical cooperation, agriculture, tourism, military education, justice, health and medical science, pharmaceuticals, space exploration for peaceful purposes and other areas.",India,Uzbekistan,India_Uzbekistan
" Agreements were also signed on establishment of cooperation between Andijan region and state of Gujarat, the cities of Samarkand and Agra, organization of a free pharmaceutical zone.",India,Uzbekistan,India_Uzbekistan
 President Shavkat Mirziyoyev participated in the Vibrant Gujarat Global Summit in January 2019 as Guest of honour.,India,Uzbekistan,India_Uzbekistan
 An agreement on the long-term supply of uranium ore concentrate for India’s energy needs between the Department of Atomic Energy and the Navoi Mining and Metallurgical Combine of Uzbekistan was signed.,India,Uzbekistan,India_Uzbekistan
Deputy Chairman of the State Investment Committee signed the framework agreement with the Eximbank worth US$200 million for construction of affordable housing and other social infrastructure projects.,India,Uzbekistan,India_Uzbekistan
India has also offered to consider further credit of USD 800 million under Lines of Credit and Buyer’s Credit mechanism of Exim Bank.,India,Uzbekistan,India_Uzbekistan
The first “India-Central Asia” Dialogue with participation of Afghanistan took place in January 2019.,India,Uzbekistan,India_Uzbekistan
"Foreign Ministers emphasised the need to take measures for promoting mutual trade, strengthening cooperation in attracting investments, innovations and technology to the economies of the region, developing transit and transport-communication potential of Central Asian countries, increasing tourism, as well as implementing specific joint projects in the spheres of science, medicine, education and sports.",India,Uzbekistan,India_Uzbekistan
"On 01 March 2019, Foreign Minister Abdulaziz Kamilov met with the External Affairs Minister, Smt.",India,Uzbekistan,India_Uzbekistan
"Sushma Swaraj, on the side-lines of 46th Session of the Council of Foreign Ministers of Member States of the Organization of Islamic Cooperation (CFM OIC) in Abu Dhabi.",India,Uzbekistan,India_Uzbekistan
Both countries reaffirmed their common interest in ensuring regional peace and security.,India,Uzbekistan,India_Uzbekistan
"Bilateral relations are managed through a robust mechanism including an Intergovernmental Commission, which oversees trade and economic relations and Foreign Office Consultations.",India,Uzbekistan,India_Uzbekistan
The last round of Foreign Office Consultations was held in March 2017 in Delhi.,India,Uzbekistan,India_Uzbekistan
" Uzbekistan and India have signed Agreements/MOUs/ Protocols/Joint Statements in areas such as trade, investment, education, civil aviation, tourism, science & technology, telecommunications, agriculture and IT.",India,Uzbekistan,India_Uzbekistan
"Economic RelationsThe trade relations between India and Uzbekistan are governed by the Agreement on Trade and Economic Co-operation, signed in May 1993 which contains features of trade agreements, such as mutual MFN treatment, etc.",India,Uzbekistan,India_Uzbekistan
 India and Uzbekistan also signed an Agreement on Avoidance of Double Taxation in 1993 and another for Bilateral Investment Promotion and Protection (BIPPA) in May 1999.,India,Uzbekistan,India_Uzbekistan
India has proposed to terminate the BIPPA and sign a new Bilateral Investment Treaty (BIT) which is under consideration.,India,Uzbekistan,India_Uzbekistan
The 11th IGC was held in Tashkent in August 2018.,India,Uzbekistan,India_Uzbekistan
The holding of 12th IGC in 2019 in New Delhi is under consideration.,India,Uzbekistan,India_Uzbekistan
"India- Uzbekistan bilateral Trade:Year	Imports from India(in US$ million)	Exports to India(in US$ million)	Total trade turnover(in US$ million)2012	163.4	37.8	201.22013	217.4	42.2	259.62014	249.0	67.0	316.02015	260.6	58.7	319.32016	318.1	51.9	370.02017	291.0	32.6	323.62018	261.3	23.3	284.6(Source : Uzbekistan’s State Statistics Committee)India’s export : Pharmaceutical products, mechanical equipment, vehicle parts, service, optical instruments and equipment.",India,Uzbekistan,India_Uzbekistan
"India’s import : Fruit and vegetable products, service, fertilizers, juice products, extracts and lubricants.",India,Uzbekistan,India_Uzbekistan
"The major competitors of Indian consumer goods in the Uzbek market are China, Turkey, Russia, other CIS countries, Iran, etc.",India,Uzbekistan,India_Uzbekistan
Uzbekistan follows the policy of “import substitution” and also encourages establishment of JVs which may earn foreign exchange to them.,India,Uzbekistan,India_Uzbekistan
Business Delegations: Official and business delegations from both sides visit regularly to enhance economic engagement and to participate in exhibitions/fairs to explore business opportunities on either side to boost bilateral trade.,India,Uzbekistan,India_Uzbekistan
"Notable Indian Investments:No major investment from India at present, though, according to Uzbek data, 161 companies with Indian capital are working in Uzbekistan, 65 with 100% investment.",India,Uzbekistan,India_Uzbekistan
Minda Group : Minda Group of India established a JV company ‘UzMinda’ in 2011 with an investment of about US$ 5 million in Navoi Free Industrial Economic Zone (FIEZ) and is producing is producing automobile parts (driver information and security systems) for General Motors.,India,Uzbekistan,India_Uzbekistan
"Polo Aquapark Park, Chirchik: Established by Fun and Food Village, Gurgaon, the water park came into operation in July 2011 at an amount of US$ 4 million.",India,Uzbekistan,India_Uzbekistan
 Nova Pharma: A Joint Venture (between an Indian and Uzbek entrepreneurs) based in Termez with an investment plan of US$ 8 million in manufacturing of pharmaceutical and healthcare products.,India,Uzbekistan,India_Uzbekistan
 This company is considered as one of the most successful foreign companies operating in Uzbekistan.,India,Uzbekistan,India_Uzbekistan
Orion Medicity: Established in 2011 and is engaged in healthcare services.,India,Uzbekistan,India_Uzbekistan
"  It is affiliated with ‘MEDANTA THE MEDICITY’, India.",India,Uzbekistan,India_Uzbekistan
" A medical Centre, VITAMED, was also opened in Tashkent as a franchisee of MEDANTA of India.",India,Uzbekistan,India_Uzbekistan
"Shayana Farms: Owned by an Indian national, it is a pharmaceutical production company with a turnover of US$ 30 million per annum.",India,Uzbekistan,India_Uzbekistan
" It opened a second unit (WellMed), with an investment of US$ 4 million in March 2017.",India,Uzbekistan,India_Uzbekistan
"Ramada Hotel: Started operation in Tashkent on 4th July, 2009.",India,Uzbekistan,India_Uzbekistan
Owned by a Delhi-based businessman.,India,Uzbekistan,India_Uzbekistan
"The hotel has 120 rooms, an Indian restaurant, two business centres and all the other facilities available in modern hotels.",India,Uzbekistan,India_Uzbekistan
Serene Pharm is in the process of establishing a manufacturing unit in Tashkent.,India,Uzbekistan,India_Uzbekistan
"Beta Drugs, an Indian manufacturer of high value added anticancer drugs, set up Indian-Uzbek JV “BETA UBK INTERNATIONAL PRIVATE LIMITED” in Bekabad, Tashkent to manufacture oncology tablets and capsules with Uzbek company Silujin.",India,Uzbekistan,India_Uzbekistan
There are two 100% owned Indian clinics in Tashkent (Medanta and Bravo Pharma) and an eye clinic (Vedanta) run by an Indian ophthalmologist resident in Uzbekistan.,India,Uzbekistan,India_Uzbekistan
" Medanta has 3 franchises in Tashkent, Bukhara and Fergana.",India,Uzbekistan,India_Uzbekistan
"A medical centre, VITAMED, was opened in Tashkent in association with MEDANTA of India.",India,Uzbekistan,India_Uzbekistan
"Major Government of India projectsJawaharlal Nehru India-Uzbekistan Centre for Information Technology (JNIUCIT): Under the MoU signed with Uzbek side in 2004, the JNIUCIT was established with GOI grant of Rs.",India,Uzbekistan,India_Uzbekistan
3 Crore.,India,Uzbekistan,India_Uzbekistan
"It was inaugurated by the Prime Minister of India, Dr Manmohan Singh, in 2006.",India,Uzbekistan,India_Uzbekistan
" In October 2011, under a Joint Action Plan formulated to further promote the activities of the Centre, MEA sanctioned Rs.",India,Uzbekistan,India_Uzbekistan
4.212 Crores to upgrade the Centre.,India,Uzbekistan,India_Uzbekistan
" Ten Uzbek Master Trainers were trained in CDAC, Pune and two CDAC experts were in Tashkent between 26 January and 26 July 2014 for the up-gradation work and conducting classes, workshops, etc.",India,Uzbekistan,India_Uzbekistan
  The up-gradation was completed in July 2014 and the Centre is functioning well.,India,Uzbekistan,India_Uzbekistan
"During the visit of the President of Uzbekistan to India (30 Sept-1 Oct 2018), a Declaration of Intent was signed between CDAC and Tashkent University of Information Technologies (TUIT), for cooperation in the area of capacity building in ICT sector, and to explore possibilities for accrediting Jawaharlal Nehru India Uzbekistan Centre for IT (JNIUCIT) at Tashkent as Authorised Training Centre (ATC) of CDAC on commercial basis.",India,Uzbekistan,India_Uzbekistan
India Uzbekistan Entrepreneurship Development Centre (IUEDC): The India Uzbekistan Entrepreneurship Development Centre was inaugurated on 24 December 2018 on the premises of the Chamber of Commerce & Industry in Uzbekistan.,India,Uzbekistan,India_Uzbekistan
The Centre has been established under a MoU signed between the Governments of both the countries with an objective to collaborate in the exchange of experience in the field of Small and Private Enterprises (SMEs).,India,Uzbekistan,India_Uzbekistan
The IUEDC is another significant step reflective of growing bilateral cooperation between India and Uzbekistan.,India,Uzbekistan,India_Uzbekistan
It would provide an effective interface to the enterprises on both the sides enhancing bilateral economic activities and promote the spirit of entrepreneurship.,India,Uzbekistan,India_Uzbekistan
"DiasporaThere are about 200 Indian nationals living in Uzbekistan on a long-term basis, mostly in Tashkent.",India,Uzbekistan,India_Uzbekistan
"The community is a cosmopolitan mix from all parts of India, and enjoys a positive image.",India,Uzbekistan,India_Uzbekistan
Majority own their own business/hold senior positions in multinational companies and in the pharmaceutical and hospitality business.,India,Uzbekistan,India_Uzbekistan
"As there is a great demand for Indian doctors, a number of doctors have recently joined local hospitals.",India,Uzbekistan,India_Uzbekistan
"As of now, a total of 30 Indian doctors and nurses are employed in Uzbek hospitals.",India,Uzbekistan,India_Uzbekistan
There are some University and school teachers.,India,Uzbekistan,India_Uzbekistan
"Indian skilled workers, around 100 at present, also work in Uzbekistan mostly in the oil and gas sector.",India,Uzbekistan,India_Uzbekistan
Academic & Cultural cooperationUzbekistan has been sending candidates under the ITEC programme since 1993.,India,Uzbekistan,India_Uzbekistan
Last year 142 candidates underwent training under ITEC in 2018.,India,Uzbekistan,India_Uzbekistan
Uzbek students also regularly avail of ICCR and Kendriya Hindi Sansthan scholarships.,India,Uzbekistan,India_Uzbekistan
20 ICCR seats have been allotted for 2018-19.,India,Uzbekistan,India_Uzbekistan
Indian faculty and scholars visit Uzbek institutions as guest lecturers and for research and conferences.,India,Uzbekistan,India_Uzbekistan
There is close affinity between the cultures of the two countries.,India,Uzbekistan,India_Uzbekistan
" Indian films, actors and songs are extremely popular across the country.",India,Uzbekistan,India_Uzbekistan
"After the first major co-production of Alibaba aur Chalis Chor in 1980, Indo-Uzbek jointly produced film ‘Hoichoi Unlimited’ premiered in Uzbekistan on 31 March 2019.",India,Uzbekistan,India_Uzbekistan
There are regular visits of cultural troupes from both sides.,India,Uzbekistan,India_Uzbekistan
"The Lal Bahadur Shastri Centre for Indian Culture teaches Hindi, yoga, Kathak and table and holds cultural performances across Uzbekistan.",India,Uzbekistan,India_Uzbekistan
Hindi is taught in several schools and universities in Tashkent.,India,Uzbekistan,India_Uzbekistan
"Mr. Khayriddin Sultanov, State Advisor to President and Mr. Ruslanbek Davletov, Justice Minister represented Uzbekistan at the concluding event, on 02 October 2018, of the week-long Mahatma Gandhi International Sanitation Convention.",India,Uzbekistan,India_Uzbekistan
Government of Uzbekistan has agreed to release postage stamp of Mahatma Gandhi during 150th birth anniversary year-long celebrations.,India,Uzbekistan,India_Uzbekistan
Relations between Republic of San Marino and the European Union (EU) began in February 1983.,San Marino,European Union,San Marino_European Union
Karen Clark Stanton is the current U.S. ambassador to East Timor.,East Timor,United States,East Timor_United States
"Saint Lucia does not have an embassy resident in Spain, but the Saint Lucia embassy in United Kingdom was accredited to Spain.",Saint Lucia,Spain,Saint Lucia_Spain
"Spain also has no embassy residing in Granada, but the Spanish embassy in Port of Spain, Trinidad and Tobago is accredited to this country, in addition Spain has a consulate in Castries, St. Lucia.",Saint Lucia,Spain,Saint Lucia_Spain
"Both countries established diplomatic relations on July 10, 1822.",Argentina,Peru,Argentina_Peru
 Argentina has an embassy in Lima.,Argentina,Peru,Argentina_Peru
" Peru has an embassy in Buenos Aires, 3 general consulates (in Córdoba, La Plata and Mendoza) and 2 honorary consulates (in Corrientes and Rosario).",Argentina,Peru,Argentina_Peru
"Both countries are full members of the Rio Group, of the Latin Union, of the Association of Spanish Language Academies, of the Organization of American States, of the Organization of Ibero-American States and of the Union of South American Nations.",Argentina,Peru,Argentina_Peru
"Bilateral foreign relations between Singapore and the United Kingdom are represented by the UK's high commission in Singapore, and Singapore's high commission in London.",Singapore,United Kingdom,Singapore_United Kingdom
Both countries are full members of the Commonwealth of Nations.,Singapore,United Kingdom,Singapore_United Kingdom
"The Lapita people first arrived in the islands of Samoa and Tonga, developing a unique sense of cultural identity.",Samoa,Tonga,Samoa_Tonga
"Early in the history, the Tui Manu'a of the Manu'a Group of islands in the Samoa Islands, were under the influence over a great area in the region called Tonga.",Samoa,Tonga,Samoa_Tonga
Manu'a is now part of American Samoa.,Samoa,Tonga,Samoa_Tonga
"Later, during the reign of the Tu'i Tonga Empire, most of the islands of Samoa (excluding Manu'a) was under the Tu'i Tongan Empire.",Samoa,Tonga,Samoa_Tonga
"However, after various of battles, the Samoan people finally gained independence from Tonga.",Samoa,Tonga,Samoa_Tonga
"Present day relations between the two countries are good, with both of them belonging to the United Nations, the Commonwealth of Nations, and the Pacific Islands Forum.",Samoa,Tonga,Samoa_Tonga
"Oman has an embassy in Islamabad and a Consulate-General in Karachi, whereas Pakistan has an embassy in Muscat.",Oman,Pakistan,Oman_Pakistan
"Oman is the nearest Arab country to Pakistan, because of this they both share a maritime boundary with each other.",Oman,Pakistan,Oman_Pakistan
"30% of Omanis are of Balochi origin from Pakistan's Balochistan province, having settled in Oman over a hundred years ago.",Oman,Pakistan,Oman_Pakistan
Gwadar was formerly part of Oman but was sold to Pakistan on 8 September 1958.,Oman,Pakistan,Oman_Pakistan
It was integrated within Balochistan on 1 July 1977 and became a full sub-division of the Gwadar District.,Oman,Pakistan,Oman_Pakistan
"There are over 85,000 Pakistani immigrants resident in Oman.",Oman,Pakistan,Oman_Pakistan
