Summary_Sentence,Label,Country_A,Country_B,Country_Pair
"
There has been increasingly large mutual dislike, hatred, and hostility between Japanese and Chinese people in recent years.",0,China,Japan,China_Japan
"According to a 2014 BBC World Service Poll, 3% of Japanese people view China's influence positively, with 73% expressing a negative view, the most negative perception of China in the world, while 5% of Chinese people view Japanese influence positively, with 90% expressing a negative view, the most negative perception of Japan in the world.",0,China,Japan,China_Japan
A 2014 survey conducted by the Pew Research Center showed 85% of Japanese were concerned that territorial disputes between China and neighbouring countries could lead to a military conflict.,0,China,Japan,China_Japan
"Despite the conflicts, China and Japan have been steadily improving their relationships, with both sides remarking that they will be focusing on developing healthy ties, signalling towards a ""new start"".",1,China,Japan,China_Japan
"Both countries have started to cooperate in numerous areas, including boosting global trade and Asia's economic activities, working hand-in-hand on One Belt One Road Initiative, setting up maritime and air contact system for better communication, as well as holding several high level meetings and consultations.",1,China,Japan,China_Japan
"In 2018, the two countries pledged to further deepen ties and shares a common ground on the trade war, with Shinzō Abe saying that ""Japan–China relations have been moving in the direction of great improvement"".",1,China,Japan,China_Japan
"The United States recognized Grenada on the 7 February 1974, as the same day as Grenada got independence from the United Kingdom of Great Britain and Northern Ireland.",1,Grenada,United States,Grenada_United States
These nations formally established diplomatic relations on 29 November 1974.,1,Grenada,United States,Grenada_United States
The bilateral relations between the Federal Republic of Nigeria and the People's Republic of China have expanded on growing bilateral trade and strategic cooperation.,1,China,Nigeria,China_Nigeria
China is considered one of Nigeria's closest allies and partners.,1,China,Nigeria,China_Nigeria
China is also one of Nigeria's important trading and export partners.,1,China,Nigeria,China_Nigeria
" 
According to a 2014 BBC World Service Poll, 80% of Nigerians view China's influence positively, with only 10% expressing a negative view, making Nigeria the most pro-Chinese nation in the world.",1,China,Nigeria,China_Nigeria
Relations between the Principality of Liechtenstein (German: Fürstentum Liechtenstein) and the European Union (EU) are shaped heavily by Liechtenstein's participation in the European Economic Area (EEA).,2,Liechtenstein,European Union,Liechtenstein_European Union
Diplomatic relations between China and Jamaica were established on 21 November 1972.,1,China,Jamaica,China_Jamaica
The Chinese government established an embassy in Kingston in 1973.,1,China,Jamaica,China_Jamaica
"There was no formal representation from Jamaica to China until 1992, when the Jamaican ambassador to Tokyo, Japan was accredited as a non-resident ambassador to Beijing.",1,China,Jamaica,China_Jamaica
"Jamaica later established a formal embassy in Beijing, and the current ambassador is Courtenay Rattray.",1,China,Jamaica,China_Jamaica
The current Chinese ambassador to Jamaica is Chen Jinghua.,1,China,Jamaica,China_Jamaica
"In 2007, China announced it would provide technical training for more than 2,000 Jamaicans in 2008.",1,China,Jamaica,China_Jamaica
"Zambia does not have an embassy in Madrid but has an honorary consulate general, Mr Ramon Diaz de Bustamante and its embassy in Paris is accredited for Spain.",1,Spain,Zambia,Spain_Zambia
"Spain does not have an embassy in Zambia, but its embassy in Harare, Zimbabwe is accredited to this country and an honorary consulate in Lusaka.",1,Spain,Zambia,Spain_Zambia
"Azerbaijan–Iran relations (Azerbaijani: Azərbaycan–İran münasibətləri, Persian: روابط جمهوری آذربایجان و ایران‎) are foreign relations between the Republic of Azerbaijan and the Islamic Republic of Iran.",2,Azerbaijan,Iran,Azerbaijan_Iran
Iran has an embassy in Baku and a consulate-general in Nakhchivan City.,1,Azerbaijan,Iran,Azerbaijan_Iran
Azerbaijan has an embassy in Tehran and a consulate-general in Tabriz.,1,Azerbaijan,Iran,Azerbaijan_Iran
Official diplomatic relations between Azerbaijan and Iran were established after the collapse of the Soviet Union.,1,Azerbaijan,Iran,Azerbaijan_Iran
"Iran and Azerbaijan share, to a large extent, the same history, religion, ethnicity, and culture.",2,Azerbaijan,Iran,Azerbaijan_Iran
"
The territory of what is now called the Republic of Azerbaijan was only separated from Iran in the first half of the 19th century, through the Russo-Persian Wars.",2,Azerbaijan,Iran,Azerbaijan_Iran
"In the area to the North of the river Aras, the territory of the contemporary Republic of Azerbaijan was Iranian territory until it was occupied by Russia.",2,Azerbaijan,Iran,Azerbaijan_Iran
Iran and Azerbaijan are furthermore the only official Shia Muslim nations in the world where the vast majority of the people are Shia Muslims.,2,Azerbaijan,Iran,Azerbaijan_Iran
"They have respectively the highest and second highest Shia population percentage in the world, as well as the history of Shi'ism which is rooted in both nations from exactly the same moment in history, whereas the majority of the population of both their neighboring nations are either predominantly Christians or Sunni Muslims.",2,Azerbaijan,Iran,Azerbaijan_Iran
"However, in spite of this closeness, relationship between two countries is tense owning by previous historical hostilities.",0,Azerbaijan,Iran,Azerbaijan_Iran
"
In 1918, the Musavat government adopted the name ""Azerbaijan"" for the newly established Azerbaijan Democratic Republic, for political reasons, even though the name of ""Azerbaijan"" had always been used to refer to the adjacent region of contemporary northwest Iran.",2,Azerbaijan,Iran,Azerbaijan_Iran
"
As the Soviet Union dissolved in 1991, a relatively downwards spiral started in the modern relations between Iran and Azerbaijan which lasted up to and including 2012, mainly commencing due to issues surrounding Azerbaijan's Nagorno-Karabakh conflict with Armenia.",0,Azerbaijan,Iran,Azerbaijan_Iran
"Iran, instead of backing up Azerbaijan, backed up Armenia, much to the anger of the Republic of Azerbaijan.",0,Azerbaijan,Iran,Azerbaijan_Iran
"However, recently since 2013-2014, relations have significantly re-improved with the advent of the Hassan Rouhani administration, who has since the start of his administration put efforts in making Azerbaijani-Iranian ties grow.",1,Azerbaijan,Iran,Azerbaijan_Iran
"In May 2015, the Ambassador of Iran to Azerbaijan announced that it didn't recognize the Nagorno-Karabakh Republic, further boosting Azerbaijan–Iran relations.",1,Azerbaijan,Iran,Azerbaijan_Iran
"However, the sign of improvement has declined since Donald Trump came to power in the United States.",0,Azerbaijan,Iran,Azerbaijan_Iran
Iran and Azerbaijan have had modern diplomatic relations since 1918.,1,Azerbaijan,Iran,Azerbaijan_Iran
"Iran recognized Azerbaijan's independence in 1991, and diplomatic relations between the two countries were established in 1992.",1,Azerbaijan,Iran,Azerbaijan_Iran
Both countries are full members of the Economic Cooperation Organization (ECO) and the Organisation of Islamic Cooperation (OIC).,2,Azerbaijan,Iran,Azerbaijan_Iran
"Indo-Surinamese form the largest ethnic group in Suriname, making 27.4% of the population.",2,India,Suriname,India_Suriname
The current Vice-President of Suriname Ashwin Adhin is of Indo-Surinamese descent.,2,India,Suriname,India_Suriname
"For nearly three decades, Iran and Sudan enjoyed a close relationship.",1,Iran,Sudan,Iran_Sudan
"However, Sudan decided to expel all Iranian groups just hours before joining a Saudi military operation in Yemen in March 2015 as the Sudanese President is said to be calculating in favour of his fragile economy in addition to the trauma and horror which struck the Sudanese society when seeing its best and brightest joining the Islamic State of Iraq and the Levant (ISIS) this March, generating a huge public alarm about regional security.",0,Iran,Sudan,Iran_Sudan
The emotional component of protecting Saudi Arabia and walking back to the (Arab house) unfolded dramatically in Arab media.,2,Iran,Sudan,Iran_Sudan
"On January 4, 2016 Sudan cut off all diplomatic relations with Iran due to tensions between Saudi Arabia and Iran.",0,Iran,Sudan,Iran_Sudan
"As a result, the bond between both countries has severely soured.",0,Iran,Sudan,Iran_Sudan
"
Once allies, both countries are listed by the United States as ""State Sponsors of Terrorism"" although Sudan began improving relations with the U.S. and Saudi Arabia while Iran remains hostile to its adversary since 1979.",0,Iran,Sudan,Iran_Sudan
"Both Arab League members, the two countries formally established diplomatic ties on December 18, 1960.",1,Somalia,Yemen,Somalia_Yemen
"There is currently a dispute between both States, of the Yemeni  Island Darsah, which Somalia claims.",0,Somalia,Yemen,Somalia_Yemen
New Zealand–Samoa refers to the current and historical relations between New Zealand and Samoa.,2,New Zealand,Samoa,New Zealand_Samoa
Both nations are members of the Commonwealth of Nations and the Pacific Islands Forum.,2,New Zealand,Samoa,New Zealand_Samoa
Relations between Eritrea and Ethiopia are historically adversarial.,0,Eritrea,Ethiopia,Eritrea_Ethiopia
"Immediately after Eritrea's independence from Ethiopia in 1993, relations were cordial despite the former relationship.",1,Eritrea,Ethiopia,Eritrea_Ethiopia
"Since independence Eritrea's relationship with Ethiopia was entirely political, especially in the resuscitation and expansion of IGAD's scope.",2,Eritrea,Ethiopia,Eritrea_Ethiopia
"Since 1998 and the Eritrean–Ethiopian War, the relationship became increasingly hostile.",0,Eritrea,Ethiopia,Eritrea_Ethiopia
Ties were reestablished on 9 July 2018 in the aftermath of a peace agreement.,1,Eritrea,Ethiopia,Eritrea_Ethiopia
"Denmark recognized the People's Republic of China on January 9, 1950 and the two countries established diplomatic relations on May 11, 1950.",1,China,Denmark,China_Denmark
Denmark was the first Western country to establish diplomatic ties with China.,1,China,Denmark,China_Denmark
"On February 15, 1956, the two countries upgraded diplomatic relations from ministerial to ambassadorial level and exchanged ambassadors.",1,China,Denmark,China_Denmark
China has an embassy in Copenhagen.,1,China,Denmark,China_Denmark
" Denmark has an embassy in Beijing and 4 general consulates in Chongqing, Guangzhou, Hong Kong and Shanghai.",1,China,Denmark,China_Denmark
"Diplomatic relations were established on May 23, 1997.",1,Bahamas,China,Bahamas_China
"Less than two months later, the Chinese government opened up an embassy in Nassau, on the island of New Providence.",1,Bahamas,China,Bahamas_China
"The government of The Bahamas has not established an embassy in Beijing, although in 1999 Dr. Arthur Foulkes was appointed the first non-resident ambassador.",1,Bahamas,China,Bahamas_China
Prime Minister Hubert Ingraham became the first Bahamian head of government to visit China in 1997.,1,Bahamas,China,Bahamas_China
Peru and Chile have shared diplomatic relations since at least the time of the Inca Empire in the 15th century.,1,Chile,Peru,Chile_Peru
"Under the Viceroyalty of Peru, Chile and Peru had connections using their modern names for the first time.",2,Chile,Peru,Chile_Peru
Chile aided in the Peruvian War of Independence by providing troops and naval support.,1,Chile,Peru,Chile_Peru
"
In the 19th century, as both countries became independent from Spain, Peru and Chile shared peaceful relations resulting from the formation of economic and political ties that further encouraged good relations.",1,Chile,Peru,Chile_Peru
"During the War of the Confederation (1836–1839), Chile and dissident Peruvians formed a military alliance to liberate and reunite the republics of South Peru and North Peru from the Peru-Bolivian Confederation.",1,Chile,Peru,Chile_Peru
"Later, during the Chincha Islands War (1864–1866), Peru and Chile led a united front against the Spanish fleet that occupied the Peruvian Chincha Islands and disrupted commerce in the South Pacific.",1,Chile,Peru,Chile_Peru
"In the 1870s, during the early conflicts prior to the War of the Pacific, Peru sought to negotiate a peaceful diplomatic solution between Bolivia and Chile.",1,Chile,Peru,Chile_Peru
"Although Peru had a secret defensive alliance with Bolivia, Peru did not declare war on Chile even after Chile invaded the Bolivian port of Antofagasta.",1,Chile,Peru,Chile_Peru
War was not declared formally until Chile declared war on both Peru and Bolivia in 1879.,0,Chile,Peru,Chile_Peru
Peru declared war on Chile the following day.,0,Chile,Peru,Chile_Peru
"The war resulted in a Chilean invasion of Peru and the destruction of various Peruvian buildings, cities, a major raid and a two-year occupation of the capital of Peru, Lima.",0,Chile,Peru,Chile_Peru
"The ultimate result of the war left a deep scar on the three societies involved, and the relations between Peru and Chile soured for over a century, although relations were stabilized to some extent by the 1929 Treaty of Lima.",0,Chile,Peru,Chile_Peru
"
In 1975, the two countries were again on the brink of war, but armed conflict between left-wing Peru and right-wing Chile was averted.",0,Chile,Peru,Chile_Peru
"Relations remained tense due to alliances during and after the 1995 Cenepa War between Peru and Ecuador, but they have improved gradually, with the neighboring countries entering into new trade agreements in the 21st century.",2,Chile,Peru,Chile_Peru
"The People's Republic of China (PRC) and the Democratic Republic of the Congo (DRC) have had peaceful diplomatic relations, and growing economic relations, since 1971.",1,China,Democratic Republic of the Congo,China_Democratic Republic of the Congo
"Relations between the two countries go back to 1887, when representatives of the Congo Free State established contacts with the court of the Qing dynasty then ruling China.",1,China,Democratic Republic of the Congo,China_Democratic Republic of the Congo
The first treaty between the two powers was signed in 1898.,1,China,Democratic Republic of the Congo,China_Democratic Republic of the Congo
"The Free State became a Belgian colony in 1908, but when it gained its independence in 1960 it established formal relations with the Republic of China (ROC), which had replaced the Qing in 1912 but was relegated to the island of Taiwan after 1949.",1,China,Democratic Republic of the Congo,China_Democratic Republic of the Congo
"Over the next decade, Congolese recognition was switched several times between the ROC and the PRC before it settled finally on the latter in 1971.",2,China,Democratic Republic of the Congo,China_Democratic Republic of the Congo
"At the time, the Congo was known as Zaire.",2,China,Democratic Republic of the Congo,China_Democratic Republic of the Congo
"In the 21st century, Chinese investment in the DRC and Congolese exports to China have grown rapidly.",1,China,Democratic Republic of the Congo,China_Democratic Republic of the Congo
"India recognised South Sudan on 9 July 2011, the day South Sudan became an independent state.",1,India,South Sudan,India_South Sudan
"India maintains an embassy at Juba, and South Sudan maintains an embassy in New Delhi.",1,India,South Sudan,India_South Sudan
 Panama has an embassy in Moscow.,1,Panama,Russia,Panama_Russia
Russia has an embassy in Panama.,1,Panama,Russia,Panama_Russia
 Both countries are full members of the United Nations.,2,Panama,Russia,Panama_Russia
"
According to Russia's Ministry of Foreign Affairs, about 1,000 Russian citizens live in Panama (both permanently and temporarily).",2,Panama,Russia,Panama_Russia
"The bilateral relations between the People's Republic of China and the Socialist Republic of Vietnam (Chinese: 中越关系, Vietnamese: Quan hệ Trung Quốc–Việt Nam) have been turbulent, despite their common Sinospheric and socialist background.",0,China,Vietnam,China_Vietnam
Centuries of conquest by modern China's imperial predecessor have given Vietnam an entrenched suspicion of Chinese attempts to dominate it.,0,China,Vietnam,China_Vietnam
"Though the PRC assisted North Vietnam during the Vietnam War, relations between the two nations soured following Vietnam's reunification in 1975.",0,China,Vietnam,China_Vietnam
"China and Vietnam fought a prolonged border war from 1979 to 1990, but have since worked to improve their diplomatic and economic ties.",2,China,Vietnam,China_Vietnam
"However, the two countries remain in dispute over territorial issues in the South China Sea.",0,China,Vietnam,China_Vietnam
"China and Vietnam share a 1,281-kilometre border.",2,China,Vietnam,China_Vietnam
A 2014 survey conducted by the Pew Research Center showed 84% of Vietnamese were concerned that territorial disputes between China and neighbouring countries could lead to a military conflict.,0,China,Vietnam,China_Vietnam
Eritrea maintains an embassy in New Delhi.,1,Eritrea,India,Eritrea_India
"The High Commission of India in Khartoum, Sudan is concurrently accredited to Eritrea.",1,Eritrea,India,Eritrea_India
India also maintains an honorary consulate in Asmara.,1,Eritrea,India,Eritrea_India
Moldova and Romania have experienced an extremely complicated relationship since Moldova's independence in 1991.,0,Moldova,Romania,Moldova_Romania
"Pan-Romanianism has been a consistent part of Moldovan politics, and was adopted in the Popular Front of Moldova's platform in 1992.",1,Moldova,Romania,Moldova_Romania
Romania's relations with neighbour Moldova have been strained since 1994.,0,Moldova,Romania,Moldova_Romania
Most of Moldova was part of Romania during the Interwar period.,0,Moldova,Romania,Moldova_Romania
The official language of Moldova is Romanian.,2,Moldova,Romania,Moldova_Romania
"Likewise, the peoples of the two countries share common traditions and folklore, including a common name for the monetary unit – the leu.",2,Moldova,Romania,Moldova_Romania
Early signs that Romania and Moldova might unite after both countries achieved emancipation from communist rule quickly faded.,0,Moldova,Romania,Moldova_Romania
"However, a growing unionist sentiment emerged especially in the second decade of the 21st century.",1,Moldova,Romania,Moldova_Romania
"While Romania remains interested in Moldovan affairs and its progress towards European integration, approximately 75% of Moldova's population is against unification and is pro-Russian rather than pro-Romanian, which is a result of the historical rule of the Russian Empire in the 19th and 20th centuries, and later the Soviet Union from 1940 to 1991.",0,Moldova,Romania,Moldova_Romania
"Moldova's current president, Igor Dodon, is greatly against the unification or EU membership.",0,Moldova,Romania,Moldova_Romania
"The Embassy of India in Paramaribo, Suriname is concurrently accredited to Barbados.",1,Barbados,India,Barbados_India
India also maintains an Honorary Consulate in Holetown.,1,Barbados,India,Barbados_India
"The Spanish embassy in Manila, Philippines, is accredited for the Marshall Islands, plus Spain has an honorary consulate in Majuro.",1,Marshall Islands,Spain,Marshall Islands_Spain
The Marshall Islands have an embassy in Madrid and a consulate in Barcelona.,1,Marshall Islands,Spain,Marshall Islands_Spain
India maintains a High Commission in Nicosia.,1,Cyprus,India,Cyprus_India
"Cyprus maintains a High Commission in New Delhi, which is jointly accredited to Bangladesh, Malaysia, Myanmar, Maldives, Nepal, Sri Lanka, Thailand and Vietnam.",1,Cyprus,India,Cyprus_India
"The relationship has developed since the early 16th century, when Spanish empire colonizers created the Province of Santa Marta (now Colombia) and the Province of New Andalucia (now Venezuela).",2,Colombia,Venezuela,Colombia_Venezuela
The countries share a history for achieving their independence under Simón Bolívar and becoming one nation—the Gran Colombia—which dissolved in the 19th century.,2,Colombia,Venezuela,Colombia_Venezuela
"Following then, the overall relationship between the two countries has vacillated between cooperation and bilateral struggle.",2,Colombia,Venezuela,Colombia_Venezuela
Bahamas maintains an embassy in Port Au Prince and Haiti maintains an embassy in Nassau.,1,Bahamas,Haiti,Bahamas_Haiti
